PTB:02/WSJ_0207.MRG:13	2 3 4 7	114	0	2	What went?	2	60:2	405:9 10 11 12 13 14
PTB:02/WSJ_0207.MRG:13	2 3 4 7	114	1	3	How did it go?	4	60:16 17 18 19 20	405:16 17 18 19 20 21 22 23 24 25 26 27 28 29
PTB:02/WSJ_0207.MRG:13	2 3 4 7	114	2	4	What did it go through?	5 6 7	60:5 6 7	405:5 6 7
PTB:02/WSJ_0207.MRG:13	2 3 4 7	114	3	7	What was it the first of?	7	60:7	405:5 6 7
PTB:02/WSJ_0207.MRG:13	2 3 4 7	63	0	2	What went through?	2	60:2	366:2
PTB:02/WSJ_0207.MRG:13	2 3 4 7	63	1	3	What happened to it in the first half?	3 4	60:3 4	366:2 3 4
PTB:02/WSJ_0207.MRG:13	2 3 4 7	63	2	4	Where did it go in the first half?	4	60:4	366:4
PTB:02/WSJ_0207.MRG:13	2 3 4 7	63	3	7	Which half?	6	60:6	366:6
PTB:02/WSJ_0207.MRG:13	2 3 4 7	63	4	7	When was the potpourri of pieces played?	5 6 7	60:5 7	366:6 7
PTB:02/WSJ_0207.MRG:13	2 3 4 7	76	0	2	It did what?	3	60:3 4 5 6 7	448:3 4 5 6 7
PTB:02/WSJ_0207.MRG:13	2 3 4 7	76	1	3	It went through what?	5 6 7	60:6 7	448:5 6 7
PTB:02/WSJ_0207.MRG:13	2 3 4 7	76	2	4	Through the first half there was what?	11 12	60:14	448:Invalid
PTB:02/WSJ_0207.MRG:13	2 3 4 7	76	3	7	The first half had what time of pieces?	19 20	60:16 17 18 19 20	448:Invalid
PTB:02/WSJ_0207.MRG:13	2 3 4 7	268	0	2	What did it go through?	2	448:5 6 7	60:5 6 7
PTB:02/WSJ_0207.MRG:13	2 3 4 7	268	1	3	What did it do?	3	448:3 4 5 6 7	60:3 4
PTB:02/WSJ_0207.MRG:13	2 3 4 7	268	2	4	Where did it go?	4	448:4 5 6 7	60:4 5 6 7
PTB:02/WSJ_0207.MRG:13	2 3 4 7	268	3	7	What was the first?	7	448:Invalid	60:7
PTB:02/WSJ_0207.MRG:13	2 3 4 7	268	4	7	What is the half?	6	448:6	60:6
PTB:02/WSJ_0207.MRG:13	2 3 4 7	222	0	2	What did it go through?	6 7	25:5 6 7	448:5 6 7
PTB:02/WSJ_0207.MRG:13	2 3 4 7	222	1	2	What was ingeniously chosen?	12	25:14	448:12 13 14
PTB:02/WSJ_0207.MRG:13	2 3 4 7	222	2	2	How was the potpourri chosen?	10	25:Invalid	448:10
PTB:02/WSJ_0207.MRG:13	2 3 4 7	222	3	2	What were the pieces of?	12	25:Invalid	448:Invalid
PTB:02/WSJ_0207.MRG:13	2 3 4 7	222	4	2	What were they no longer than?	19	25:19 20	448:19 20
PTB:02/WSJ_0207.MRG:13	2 3 4 7	222	5	2	What is five?	20	25:Invalid	448:Invalid
PTB:02/WSJ_0207.MRG:13	2 3 4 7	222	6	2	How many would challenge a listener?	22	25:22	448:22
PTB:02/WSJ_0207.MRG:13	2 3 4 7	222	7	2	Who would not be disturbed or challenged?	29	25:29	448:28 29
PTB:02/WSJ_0207.MRG:13	2 3 4 7	222	8	3	Where did it went?	4	25:Invalid	448:Invalid
PTB:02/WSJ_0207.MRG:13	2 3 4 7	222	9	4	What did it go through?	6 7	25:5 6 7	448:Redundant-0
PTB:02/WSJ_0207.MRG:13	2 3 4 7	222	10	7	What was first?	7	25:Invalid	448:5 6 7
PTB:02/WSJ_0207.MRG:13	10 11 12 14	63	0	10	How was it chosen?	10	77:10	413:10
PTB:02/WSJ_0207.MRG:13	10 11 12 14	63	1	10	What did the first half consist of?	9 10 11 12 13 14	77:14	413:Invalid
PTB:02/WSJ_0207.MRG:13	10 11 12 14	63	2	11	What is done ingeniously?	11	77:11	413:11 12 13 14
PTB:02/WSJ_0207.MRG:13	10 11 12 14	63	3	12	What is chosen?	12 13 14	77:14	413:12
PTB:02/WSJ_0207.MRG:13	10 11 12 14	63	4	14	What is it a potpourri of?	14	77:14	413:14
PTB:02/WSJ_0207.MRG:13	10 11 12 14	279	0	10	How was it chosen? 	10	448:10	60:10
PTB:02/WSJ_0207.MRG:13	10 11 12 14	279	1	10	How long were these ingeniously chosen pieces? 	16 17 18 19 20	448:16 17 18 19 20	60:16 17 18 19 20
PTB:02/WSJ_0207.MRG:13	10 11 12 14	279	2	11	What was chosen? 	12	448:12 13 14	60:12 13 14
PTB:02/WSJ_0207.MRG:13	10 11 12 14	279	3	11	How were the pieces chosen? 	10	448:Redundant-0	60:10
PTB:02/WSJ_0207.MRG:13	10 11 12 14	279	4	11	How long were the chosen pieces?	16 17 18 19 20	448:Redundant-1	60:16 17 18 19 20
PTB:02/WSJ_0207.MRG:13	10 11 12 14	279	5	11	What wouldn't the chosen pieces do? 	25 26 27 28 29	448:25 26 27 28 29	60:25 26 27
PTB:02/WSJ_0207.MRG:13	10 11 12 14	279	6	12	How was potpourri of pieces chosen?	10	448:Redundant-0	60:10
PTB:02/WSJ_0207.MRG:13	10 11 12 14	279	7	14	What kind of pieces were chosen?	12 13 14	448:12	60:12
